"id"	"item_id"	"reviewer name"	"reviewer twitter"	"rating"	"quality score"	"created at"	"review"
"2971"	"155"	"Joe Vitosky"	"gumbotronix"	"5"	"2"	"2009-10-26 06:39:40 UTC"	"Love the service.. Amazing utility.. Thanks a bunch!!"
"2972"	"842"	"Kiruba"	"HappiestEver"	"5"	"0"	"2009-10-26 10:01:01 UTC"	"Great for Statistics!"
"2973"	"655"	"HomeSureMoney"	"homesuremoney"	"5"	"0"	"2009-10-26 10:04:55 UTC"	"Wao! another great twitter app. I was using http://credfollow.com free twitter app to get new followers. I think I will have to be consistent on Tweetvisor too"
"2975"	"155"	"HomeSureMoney"	"homesuremoney"	"5"	"0"	"2009-10-26 10:36:25 UTC"	"Friend or Follow is really a clean tool. Try it and you will like it 
http://credfollow.com"
"2976"	"1110"	"몬테롱고페이올라"	"LolaBaybeh"	"5"	"1"	"2009-10-26 11:13:59 UTC"	"The Twilight Trailer Looks Hatt yo!"
"2977"	"326"	"Kat Nagel"	"katnagel"	"5"	"1"	"2009-10-26 13:30:45 UTC"	"I've been testing Peoplebrowsr side-by-side with Tweetdeck, Seesmic Desktop, Nambu, Mixero, and Tweetie. While all have their strengths and weeknesses, Peoplebrowsr seems to meet my needs best. (1) It's the only one of the bunch that lets me scroll backwards through my streams to catch up on everything I've missed. Other apps stop short at 1hr, 3hrs, 1day, or only scroll back through messages tweeted while I was online. With Peoplebrowsr, there are no gaps. (2) Several apps claim to manage multiple accounts. Peoplebrowsr delivers. It's easy to see which account is active for posting, I can post an individual tweet from any or all of my accounts, and -- no matter which account I use to log in -- I can select any account to follow/unfollow someone interesting. No more logging out of one account, then logging into another account -- BLISS!"
"2978"	"525"	"Kevin Palmer"	"kevinpalmer"	"5"	"0"	"2009-10-26 13:31:59 UTC"	"Tweed was the first app I installed on my Pre and have become a huge fan of it. Solid interface and update notification settings. I really put it through the paces at a conference and it held up. "
"2979"	"675"	"Kevin Palmer"	"kevinpalmer"	"4"	"1"	"2009-10-26 13:35:15 UTC"	"I have tried Seesmic Desktop and TweetDeck but I like the approach to this app. Simple, fits my needs, and is just solid all around. 

It is a shame it isn't getting updated hardly at all. "
"2980"	"1821"	"Phil Buckley"	"1918"	"4"	"0"	"2009-10-26 14:48:09 UTC"	"I use TweetDeck on my desktop, and was using it on my iPhone. Tweetie2 is a really nice app, it took me about a day to stop using TweetDeck for the iPhone, but now I'm happy. I will use Tweetie as my main iPhone Twitter client from now on.

I do miss the use of groups, that's the killer part of TweetDeck in my opinion.

I still have TweetDeck installed and pull it up to browse my groups.
"
"2981"	"155"	"alexandria dickinson"	"aleigh37"	""	"2"	"2009-10-26 15:20:44 UTC"	"very cool and fun to use"
"2983"	"405"	"Roblond"	"roblond_"	""	"1"	"2009-10-26 16:18:37 UTC"	"Muito eficiente e rápido,gostei mto.Recomendo."
"2984"	"580"	"Jeff Hora"	"jeffhora"	"4"	"6"	"2009-10-26 16:39:48 UTC"	"I use this app on at least 3 different machines. It is THE way I post, search and keep track.  Only qualm is when the Twitter API/availability gets sluggish and my Tweet just sits there, but that's not really Tweetdeck's problem"
"2985"	"191"	"Fabiano Sensitivo"	"_Faabiano"	""	"-1"	"2009-10-26 16:47:44 UTC"	"Gostei disso! 

I like it"
"2986"	"966"	"Fabiano Sensitivo"	"_Faabiano"	""	"-2"	"2009-10-26 17:46:01 UTC"	"Cool"
"2987"	"155"	"ayseduggan"	"promsell"	""	"2"	"2009-10-26 17:47:27 UTC"	"it looks useful and friendly for now "
"2988"	"380"	"Fabiano Sensitivo"	"_Faabiano"	""	"-1"	"2009-10-26 17:49:20 UTC"	"cool"
"2990"	"96"	"iSrEaL  ٩(●̮̮̃•̃)۶"	"israelacosta"	""	"0"	"2009-10-26 19:16:29 UTC"	"Wow its perfect , al in one client, im goint to use it!!!!!"
"2991"	"675"	"Oliver"	"Cucumberry"	"2"	"0"	"2009-10-26 19:27:30 UTC"	"I just really don't like the look of it. I prefer Tweetie."
"2992"	"377"	"Steve G Johnson"	"stevegjohnson"	""	"0"	"2009-10-26 19:38:34 UTC"	"This has not worked for me."
"2993"	"1054"	"Steve G Johnson"	"stevegjohnson"	""	"0"	"2009-10-26 19:42:09 UTC"	"I have not used this for the same reason as adycoles. I am very careful about giving out my password. If it used OAuth to connect, I would give it a try."
"2996"	"1574"	"Dev Lutchman"	"lutchman"	"5"	"0"	"2009-10-26 21:34:16 UTC"	"Uses your bit.ly profile but you save 2 characters!"
"2997"	"96"	"M & M "	"OmgHowthat"	""	"0"	"2009-10-27 00:33:23 UTC"	"Two thumbs up. Loving it. "
"2998"	"1246"	"Miley Cyrus"	"MileyCNichols"	""	"-1"	"2009-10-27 00:40:34 UTC"	"wish I could omit the words that dont fit"
"2999"	"442"	"Matthew Moore"	"MatthewrMoore"	"4"	"0"	"2009-10-27 01:06:07 UTC"	"Great client, very easy to use and set up. My only (very small) complaint is that it doesn't have a growl-esque notification bubble. Otherwise, perfect!"
"3000"	"699"	"John Stevenson"	"zetec"	"5"	"0"	"2009-10-27 01:49:14 UTC"	"Twikini is the best WM Twitter app I've come across yet. It's constantly upgraded, easy to use, feature-packed (the inline twitpic functionality is an exclusive and worth the price of admission alone) and smooth as silk. I can't recommend it more."
"3001"	"380"	"舵Lคℓล̲Jคpลค舵 San"	"Lala_japaa"	""	"0"	"2009-10-27 02:24:59 UTC"	"Veri cool..."
"3002"	"155"	"rootnl2k"	"rootnl2k"	"4"	"2"	"2009-10-27 03:17:55 UTC"	"I can find friends on this easier than I can with Twitter Friends."
"3003"	"646"	"rootnl2k"	"rootnl2k"	"4"	"-1"	"2009-10-27 03:20:29 UTC"	"This helps in the numbers game."
"3004"	"842"	"rootnl2k"	"rootnl2k"	"4"	"0"	"2009-10-27 03:22:28 UTC"	"Good and easy for tracking"
"3005"	"912"	"rootnl2k"	"rootnl2k"	"4"	"0"	"2009-10-27 03:28:34 UTC"	"Good way of gaging stats"
"3006"	"1115"	"rootnl2k"	"rootnl2k"	"4"	"1"	"2009-10-27 03:32:08 UTC"	"Interesting measure of conversation"
"3007"	"732"	"rootnl2k"	"rootnl2k"	"3"	"0"	"2009-10-27 03:35:37 UTC"	"Somewhat complex and useful"
"3008"	"1405"	"rootnl2k"	"rootnl2k"	"3"	"-1"	"2009-10-27 05:25:17 UTC"	"Limited but useful.  I would not pay for a full report"
"3009"	"930"	"rootnl2k"	"rootnl2k"	"3"	"0"	"2009-10-27 05:30:30 UTC"	"Good but what about tweeting the stats?"
"3010"	"1386"	"rootnl2k"	"rootnl2k"	"4"	"1"	"2009-10-27 05:33:10 UTC"	"The metrics do need tweaking"
"3011"	"510"	"Carlos Mena"	"crccams"	"5"	"0"	"2009-10-27 05:34:29 UTC"	"works great, every business should use it, friendly interface, full of features and still more coming on the way!!!"
"3012"	"864"	"rootnl2k"	"rootnl2k"	"2"	"0"	"2009-10-27 05:35:19 UTC"	"Too egotistical"
"3013"	"155"	"Theodore Kokkoris"	"tgkokk"	"4"	"2"	"2009-10-27 09:55:36 UTC"	"it 's not the best, but it 's good."
"3014"	"646"	"Theodore Kokkoris"	"tgkokk"	"5"	"0"	"2009-10-27 10:00:09 UTC"	"great app. i had 4 tweets on september 2009 and on october i have 148 tweets and counting ! it counts my tweets ! ! !"
"3015"	"39"	"Theodore Kokkoris"	"tgkokk"	"5"	"0"	"2009-10-27 10:09:56 UTC"	"it 's the best. if you have got a long link, bit.ly can short it and you can post them to twitter from bit.ly !(requires registration and twitter account)"
"3016"	"155"	"Darjeeling Tea"	"darjeelingtea"	"5"	"2"	"2009-10-27 12:59:47 UTC"	"nice and has always been helpful. appreciate it very much."
"3019"	"338"	"GIVENCHY"	"givenchy"	"5"	"0"	"2009-10-27 14:57:33 UTC"	"Best sharing app out there."
"3020"	"1626"	"programming"	"Programming"	"5"	"0"	"2009-10-27 15:46:31 UTC"	"This very useful and easy-to-use API service offers a function-style formatted URL that returns an image for your front-end twitter client.  "
"3021"	"347"	"Ike Pigott"	"ikepigott"	"5"	"0"	"2009-10-27 16:01:56 UTC"	"Excellent features, and finger-friendly.

I LOVE the QuickPost feature, which allows one to quickly send a Tweet without going through a full startup cycle."
"3022"	"145"	"SK Lee"	"SooKoonLee"	"4"	"2"	"2009-10-27 16:57:21 UTC"	"Very useful for learning who overtweets."
"3023"	"1821"	"Cred Follow"	"CredFollow"	"4"	"0"	"2009-10-27 17:24:04 UTC"	"interesting app"
"3024"	"510"	"Rae of God"	"raeofgod"	"5"	"0"	"2009-10-27 17:25:08 UTC"	"Twaitter is a good thing to use for reoccuring messages at intervals or for tweeting when I cannot be online.    My messages are of the sort that I feel many need to hear them or see them a few times to sink in to a deeper level.

I also see where if everyone used this tool for all tweeting, it would be possible to have no one talking to each other at all, no one reading vital tweets or advertisements either.  Which results in zero communication.

So I use it for the above mentioned reasons and do chat as much as possible and post live when I can.

Have a happy one!"
"3025"	"903"	"Jarred Renner"	"jrenner23"	"4"	"0"	"2009-10-27 17:41:53 UTC"	"Works great and is very user-friendly.  I use it for all my tweeting and use selective twitter status to update my facebook at the same time.  It makes updating so much easier."
"3026"	"155"	"Jayson Bronson"	"JaysonBronson"	"5"	"2"	"2009-10-27 18:25:03 UTC"	"beautiful! i love it!"
"3027"	"580"	"Angel Glenn"	"AngelGlnn"	"5"	"-1"	"2009-10-27 19:19:05 UTC"	"Best desktop client"
"3028"	"1224"	"Travis Fantina"	"tfantina"	""	"0"	"2009-10-27 20:01:58 UTC"	"It's kind of hard to use when the Twitter API prevents you from logging in all the time..."
"3029"	"1224"	"Brian Kenyon"	"kenyob"	"3"	"0"	"2009-10-27 21:38:20 UTC"	"Id like to see editing capability so I could do some simple video cut outs or re record audio over a pre recorded video. Any suggestions? Adobe Captivate 4 is killing me."
"3030"	"1327"	"James Foshee"	"JamesFoshee"	"4"	"1"	"2009-10-27 21:40:23 UTC"	"Love this app!! I've been looking for a way to filter out my friends.  I jumped on the automated follower train and realized quickly that many of the folks I was following I was not interested in.  This is perfect.  Only in addition i would make to it.  I follow hundreds of twitter pages, and would like to group in lists based on keywords."
"3031"	"155"	"Teddi Penewell"	"SafetyTeddi"	"5"	"2"	"2009-10-27 23:01:15 UTC"	"Awesome.  I can't imagine managing my account with it!"
"3032"	"1906"	"Ofer Ben-Shachar"	"oferbens"	"4"	"0"	"2009-10-27 23:02:35 UTC"	"Taking tweeter to next plateau "
"3033"	"584"	"Christian Herenz"	"Knusper2000"	"5"	"1"	"2009-10-27 23:15:49 UTC"	"This simple app is cool!
At first, it has almost all the stuff you need to have conversations in twitter, and it is optimized for display in mobile phones.
RT, Fav, @, Direct Messages, clickable hash tags... Works like a charm...
The only thing I am missing is a counter, that shows me how many characters I have left. I would gave it 4.5 Stars (-0.5 for missing counter), but only 4 or 5 a possible. So I go for 5 and hope they add this feature soon!"
"3034"	"1927"	"Funkminsta Fulla"	"mattpaul"	"5"	"0"	"2009-10-27 23:41:52 UTC"	"Trick o' Tweet is a great way to dress up your Twitter account for Halloween plus you can compete to earn points every time you tweet! #halloween #trickotweet"
"3035"	"1927"	"Trick o' Tweet"	"TrickoTweetApp"	"5"	"0"	"2009-10-27 23:47:08 UTC"	"Welcome to the Party! Trick o' Tweet is a Halloween costume party for Twitter avatars. Don't worry if you left your costume at home — you can borrow one of ours :) #halloween #trickotweet"
"3036"	"353"	"Jake Baker-Weston"	"BestDogFoods"	"5"	"0"	"2009-10-28 00:53:24 UTC"	"Real easy. Real powerful. Still finding new great uses for Posterous."
"3038"	"1776"	"Bryan Reagan"	"reagan247"	"5"	"0"	"2009-10-28 01:28:56 UTC"	"I absolutely LOVE Twee. I am using TweeFree at the moment, but I definitely plan on upgrading to Twee very soon."
"3039"	"728"	"Alain-Christian"	"alainchristian"	""	"0"	"2009-10-28 02:49:31 UTC"	"Where's the ""try it!"" link?"
"3040"	"341"	"Alain-Christian"	"alainchristian"	"1"	"0"	"2009-10-28 02:50:35 UTC"	"Site is down."
"3041"	"155"	"Alejandra Contreras"	"alejandracontre"	""	"2"	"2009-10-28 03:25:48 UTC"	": ) : ) : )!!!"
"3042"	"1266"	"Alain-Christian"	"alainchristian"	"2"	"0"	"2009-10-28 03:27:20 UTC"	"Not very insightful. It pulls up the stats and data BUT EXPLAINS LITTLE OF IT! Go ahead and run my name through it, you'll see it only explains two rows of data and leaves the rest blank."
"3043"	"96"	"Alejandra Contreras"	"alejandracontre"	""	"0"	"2009-10-28 03:27:26 UTC"	"lovely!!"
"3044"	"1128"	"Alejandra Contreras"	"alejandracontre"	""	"-1"	"2009-10-28 03:28:37 UTC"	"lol..."
"3045"	"1716"	"Denie goenawan"	"denjabrik"	""	"-1"	"2009-10-28 04:17:03 UTC"	"online.........."
"3048"	"1928"	"will bailey"	"will_bailey"	"5"	"0"	"2009-10-28 05:28:11 UTC"	"love it"
"3049"	"1928"	"webfabric"	"webfabric"	"5"	"0"	"2009-10-28 05:32:34 UTC"	"The first of it's kind. The talking bird +1"
"3051"	"155"	"MoneyBlog"	"newmoneyblog"	"5"	"2"	"2009-10-28 12:05:52 UTC"	"Excellent"
"3052"	"655"	"Gabi Fogaça"	"gabizinhafogaca"	"3"	"1"	"2009-10-28 12:12:16 UTC"	"very good"
"3053"	"284"	"Alain-Christian"	"alainchristian"	"5"	"0"	"2009-10-28 12:45:02 UTC"	"It works because people have to actually write reasons for why they follow others. I didn't use any of the tweeting tools (I don't like advertising things) but I did write about a dozen recommendations. Very solid concept and execution.

I found a few new people to follow through this. Very nice."
"3054"	"842"	"Alain-Christian"	"alainchristian"	"1"	"1"	"2009-10-28 12:51:30 UTC"	"Garbage. Doesn't explain anything. Half the links are down. They want you to register an account but they don't tell you what you get for registering. don't waste your time.

You can see these same stats on other tools and those tools actually work and explain the stats and help you do more with the information.

Total junk."
"3055"	"656"	"Alain-Christian"	"alainchristian"	"5"	"1"	"2009-10-28 13:29:58 UTC"	"Very very useful for SEO."
"3056"	"966"	"katia"	"katiolasan"	""	"-1"	"2009-10-28 14:04:53 UTC"	"BEM EU NÃO SEI AINDA COMO USAR ESTES APLICATIVOS , MAIS VOU APRENDER CONSERTEZA .
RSRSRRRSR"
"3057"	"1238"	"James Varley"	"jamesavarley"	"5"	"1"	"2009-10-28 14:47:45 UTC"	"Great service, great design and I love twibbon!"
"3058"	"1554"	"Matthew Ure"	"Matthew_Ure"	"5"	"0"	"2009-10-28 16:13:21 UTC"	"Twitjump is fantastic.  It has been very helpful in increasing my Twit traffic/business.  I would definitely recommend it."
"3059"	"155"	"nikkidelmont"	"BEAT_DOWN"	""	"2"	"2009-10-28 17:01:05 UTC"	"I LOVE THIS APP. RIGHT TO THE POINT, TIME-SAVER! YOU DON'T EVER HAVE TO GO BACK AND FORTH TRYING TO UNRAVEL WHO OR ""WHAT"" IS NOT FOLLOWING BACK, AND THEN IT'S AS EASY AS GO BACK TO YOUR HOME PAGE AND EASILY UNFOLLOW! GREAT IDEA! TY>NIKKI"
"3060"	"155"	"Anna Paula"	"Annapaularj"	""	"2"	"2009-10-28 17:44:03 UTC"	"Perfect"
"3061"	"1827"	"Malcolmes"	"1bestonlinebiz"	"5"	"-1"	"2009-10-28 18:04:46 UTC"	"I'm new to twitter and I find this app interesting. I hope to get more followers on it. It's free"
"3062"	"605"	"Dev Lutchman"	"lutchman"	"5"	"0"	"2009-10-28 18:38:27 UTC"	"People need to use this service and call out the people who think they're too cool for the web. Chill out, it's not that serious guys, stop bragging about your Porsche."
"3063"	"1554"	"Natalie"	"InvitroGirl"	"5"	"0"	"2009-10-28 19:16:34 UTC"	"I've found some local people that are doing invtiro like I am and it has been great to be in touch with them via Twitter/TwitJump."
"3064"	"1006"	"Christian Herenz"	"Knusper2000"	"2"	"0"	"2009-10-28 23:09:19 UTC"	"very basic... no RT, no FAV support. Also you cannot set how many tweets are displayed, so you only see the first twenty are displayed. but for some usecases more is less... "
"3065"	"1909"	"Christian Herenz"	"Knusper2000"	"5"	"1"	"2009-10-28 23:18:53 UTC"	"I think this is a killer app - it combines the greatest things of the interwebs: animated gifs and twitter!"
"3066"	"155"	"DJ Rimmatto"	"rimmatto"	""	"2"	"2009-10-29 00:00:02 UTC"	"What a beautiful application."
"3067"	"155"	"iamcomingundone"	"iamcomingundone"	"5"	"2"	"2009-10-29 00:29:36 UTC"	"Best way to clear out the peeps who only want numbers!"
"3068"	"155"	"Spa Tapestry"	"SpaTapestry"	""	"2"	"2009-10-29 00:41:38 UTC"	"Seriously useful clarification - am now following some useful people i didn't know where following me! Thanks"
"3069"	"414"	"Emma Joseph"	"Emma1977emma"	""	"-1"	"2009-10-29 03:16:38 UTC"	"I love Skitch! 
"
"3071"	"1928"	"Tweetgif.com"	"TweetGif"	"4"	"0"	"2009-10-29 04:48:11 UTC"	"wow, cool app."
"3072"	"155"	"Daniel Stafford"	"AquarianM"	"5"	"2"	"2009-10-29 05:27:59 UTC"	"Works great. I had no clue who wasn't following me until now."
"3073"	"1554"	"Andre White"	"Adarro"	"4"	"0"	"2009-10-29 05:27:59 UTC"	"I just started using it a few days ago to help me expand my interests.  So far, so good.  The interface is very clean.  The help file system could be a bit improved when its not intuitive how to perform certain actions or defining terms such as ""What is a Protected User and Can I manually Protect a user?"".  
If that is done, then I will bump this up to a 5 because it delivers what it says."
"3074"	"1654"	"Faisal Humayun"	"fhumayun"	"5"	"0"	"2009-10-29 06:04:02 UTC"	"Just started using this gem by Mister TweetMiner Justin (of techzinglive.com fame).  It's a fantastic way to pony up post-worthy substance on the twitter tracks.  An oustanding web app!"
"3075"	"170"	"Black Raven Estoque"	"lexus_007"	"5"	"0"	"2009-10-29 07:12:03 UTC"	"best!"
"3076"	"1511"	"Andre White"	"Adarro"	"5"	"0"	"2009-10-29 08:10:36 UTC"	"Excellent tool for analyzing followers using nearly every conceivable combination of options (missing picture, suspended, fan [following u but ur not following them], last tweet in X days etc.)  UI is clean and responsive.  You should definitely check it out. 
Uses OAuth so you don't need to enter name / password which is something I consider an important safety feature."
"3078"	"609"	"The Perfect Age "	"ThePerfectAge"	""	"0"	"2009-10-29 08:44:48 UTC"	"Horrid new name social oomph and the website looks like it was designed by drugged out rock star "
"3079"	"580"	"Vieaa raNie"	"Vieaa"	""	"-1"	"2009-10-29 09:06:41 UTC"	"that's good.,,,
i loved.,,,n_n"
"3081"	"842"	"Eric The Red"	"EricHedekar"	"1"	"1"	"2009-10-29 09:22:52 UTC"	"Garbage stats.  They don't analyze large groups, just people who have already signed up for the application.  The graphs are misleading as time is skewed depending on when you last 'logged in/checked your rank'.  Go elsewhere for better information."
"3082"	"284"	"Eric The Red"	"EricHedekar"	"5"	"1"	"2009-10-29 09:28:31 UTC"	"Very useful recommendations with reasons why they've been recommended.  It also has everything you need in one window, follow/unfollow/look at their tweets/etc... for quick decision making.  Plus new recommendations are given every day."
"3084"	"1792"	"Everybody Wins! USA"	"everybodywins"	"5"	"0"	"2009-10-29 12:00:40 UTC"	"@TwitCause helps bring much-needed visibility to many important causes that are less well-known but equally as important to the lives of the people they serve. Thank you for the work you are doing!"
"3085"	"155"	"Active Learning"	"combi31"	""	"2"	"2009-10-29 12:19:38 UTC"	"Excellent app that clears things up really well. Surprised to find that a lot of ""we follow you back"" people and sites then unfollow once you follow them."
"3086"	"155"	"All About Doody"	"CallToDoody"	"4"	"2"	"2009-10-29 13:55:04 UTC"	"It made organizing my follow list simple and it's very easy to use. Recommend it, especially if you find the number of your following/followers overwhelming."
"3089"	"1927"	"Isabel Contreras"	"Latingirl33"	""	"0"	"2009-10-29 15:26:02 UTC"	"I love this thing!!!!hahh"
"3090"	"1888"	"Ryan"	"ressler"	"4"	"1"	"2009-10-29 16:08:46 UTC"	"I like having my images sent to Flickr but I wish gdzl.la would include the text I wrote with the tweet instead of just titling the image ""Photo"" when it posts to Flickr.  "
"3091"	"580"	"arhontoula"	"antwnovardaki"	""	"-1"	"2009-10-29 16:33:18 UTC"	"vey good"
"3092"	"1771"	"Kyle Bunch"	"bunch"	"4"	"0"	"2009-10-29 17:35:11 UTC"	"It's gorgeous, but I wish it were just a tiny bit more social.  But I'm sure it'll get there, in time."
"3093"	"155"	"Chris Beyeler "	"chrisbeyeler"	"5"	"2"	"2009-10-29 17:50:38 UTC"	"Very good tool. looking so long for something like this!"
"3095"	"1792"	"Amy Wintters"	"dreamdictionary"	"5"	"0"	"2009-10-29 18:00:32 UTC"	"This is one of the best cause related app. I've used.  I love what TwitCause is doing!"
"3096"	"1792"	"Amy Wintters"	"DirtyLilSecrets"	"5"	"0"	"2009-10-29 18:03:43 UTC"	"Helping others and bringing attention to important causes isn't a daunting task thanks to TwitCause.  Making a difference in easy and fun.  "
"3097"	"580"	"Patrícia Mendes"	"Patypercy"	""	"-1"	"2009-10-29 18:51:29 UTC"	"muito bom 
"
"3099"	"1827"	"BestPricesFurniture"	"B3stFurniture"	"5"	"0"	"2009-10-29 19:17:57 UTC"	"I am new to twitter, but this seems like a great way to start gettting followers.  I can't wait to use it more. "
"3100"	"1923"	"Jeremy Daniels"	"jCdaniels"	"3"	"1"	"2009-10-29 20:04:33 UTC"	"Very slick app , beautiful load screen and layout ... only problem I found with it , is that it was too slow. When changing between tweets and even trying to back out of program to check my emails on my 8330 Blackberry Curve , it took forever so I deleted it. Went back to using Socialscope."
"3101"	"1065"	"Jeremy Daniels"	"jCdaniels"	"4"	"0"	"2009-10-29 20:07:45 UTC"	"Great application , only reason I quit using it was because I finally got a Social Scope invite and it works w/ both Twitter and Facebook. If I didn't have Social Scope then I'd def be back on UberTwitter! Great app!"
"3102"	"429"	"Jeremy Daniels"	"jCdaniels"	"5"	"0"	"2009-10-29 20:28:51 UTC"	"best there is...."
"3103"	"1919"	"miguel santos"	"migue126"	""	"1"	"2009-10-29 21:22:16 UTC"	"awesome app  "
"3104"	"1376"	"TwtOTD.com"	"twtotd"	"5"	"0"	"2009-10-29 21:32:24 UTC"	"Do you spend too much time on Twitter every day? I know I used to, until Twitter of the Day came along! (Disclaimer: reviewer got no money for this shameless plug)"
"3105"	"39"	"criscctt"	"criscctt"	"4"	"0"	"2009-10-29 21:38:36 UTC"	"hello amigos mim add"
"3106"	"788"	"Courtney Zierk"	"courtzide"	"5"	"-1"	"2009-10-29 21:57:11 UTC"	"Use it and it works great. @courtzide"
"3107"	"646"	"Roberta Hahn"	"smiles4124"	""	"0"	"2009-10-29 22:59:31 UTC"	"I LOVE it... to see my progress!"
"3108"	"155"	"Melissa Baker"	"lavendargoose"	""	"2"	"2009-10-30 01:25:44 UTC"	"I'm not sure about the usefulness of this. I don't think it is reasonable to expect everyone you are following to follow you back, especially celebrities. And I don't feel obligated to follow everyone who follows me. I didn't realize Twitter was a tit for tat network. I just follow who I think is interesting and let whoever wants to follow me do so without feeling obligated towards them. 
Am I missing something?"
"3109"	"1402"	"paulino"	"piccolocom"	"3"	"0"	"2009-10-30 03:10:33 UTC"	"gosto de musicas"
"3110"	"155"	"paulino"	"piccolocom"	"3"	"2"	"2009-10-30 03:12:24 UTC"	"para encontrar friends, eu estou aqui."
"3111"	"1654"	"Stephan Becker, CEO"	"StephBeautifulO"	"5"	"0"	"2009-10-30 03:21:32 UTC"	"Justin is getting the Twitter tool world right. Very user-focused, responsive and out-of-the-box thinking... Looking forward to the continuous improvements of TweetMiner. "
"3114"	"1792"	"TwitTycoon"	"TwitTycoon"	"5"	"0"	"2009-10-30 05:02:11 UTC"	"Twitcause always keeps it fresh with a new charity every week!  So fresh and so clean...its the only way I roll!"
"3115"	"443"	"Sachin Agarwal"	"sachinag"	"5"	"0"	"2009-10-30 05:06:39 UTC"	"Very, very robust app - you can send messages inside the walled gardens of StockTwits Desktop, or you can syndicate them to Twitter.  There are also video programs throughout the trading day.  It's like a user-generated Bloomberg terminal."
"3117"	"155"	"Ida Lau "	"idalau"	"4"	"2"	"2009-10-30 06:59:24 UTC"	"Of all the twitter tools out there, I use this tool the most!"
"3118"	"1391"	"Vandana Sreekumar"	"CrescentDark"	"5"	"-2"	"2009-10-30 07:06:39 UTC"	"its gr8! ;)"
"3119"	"1391"	"Tiffany"	"PoorTinkTink"	"5"	"2"	"2009-10-30 07:52:39 UTC"	"hours of fun for the obsessive poll and quiz taker! (ie. ME) LOL LOVE IT!!"
"3120"	"1928"	"Gêra"	"GeraldoRosa"	""	"0"	"2009-10-30 09:37:45 UTC"	"Gostaria de ouvir radios de lingua portuguesa...
"
"3121"	"1716"	"leandro os aliados"	"_aliados"	""	"-1"	"2009-10-30 14:15:02 UTC"	"xd:
"
"3122"	"628"	"Sheila Chang"	"SheilaChang"	"2"	"0"	"2009-10-30 16:24:39 UTC"	"Já usei... mas tem muitos bugs. Agora uso o TWIRL... acho perfeito... "
"3123"	"266"	"Sheila Chang"	"SheilaChang"	"5"	"1"	"2009-10-30 16:27:02 UTC"	"EXCELENTE!!! Projeto brasileiro... mensura a quantidade de cliques, exibe quantos e quem retwitou...

Acho mais completo q os gringos!"
"3124"	"191"	"Sheila Chang"	"SheilaChang"	"4"	"0"	"2009-10-30 16:34:12 UTC"	"Muito bom para administrar mais de uma conta. É possível agendar data e hora do tweet. É magnífico para ações corporativas. Tem estatísticas tb!"
"3125"	"810"	"Mark E. Wade"	"MarkEWade"	"4"	"0"	"2009-10-30 17:13:05 UTC"	"I have just signed up with Twittad and I am very interested if this will work for me. It's a great idea.
I will be writing another review regarding Twittad in the near future.
So far, its good."
"3127"	"1932"	"Mike Champion"	"graysky"	"4"	"3"	"2009-10-30 18:44:01 UTC"	"Cool idea, and nicely organized. I'm excited about Twitter lists being a good way to find interesting people, but there hasn't been a good way to find lists themselves yet. This site definitely helps with reasonable organization."
"3128"	"580"	"ANNETTE REID"	"bklyndiva41"	""	"-1"	"2009-10-30 19:03:16 UTC"	"I LIKE THIS..."
"3129"	"1862"	"宇宙男"	"spacetopher"	"5"	"1"	"2009-10-30 19:28:22 UTC"	"Great little app! Saves the time and trouble of constantly logging on to Twitter through my phone to see who's mentioning/talking to me. Will recommend to friends!"
"3131"	"675"	"Pooka"	"HardcorePooka"	"5"	"1"	"2009-10-30 23:34:13 UTC"	"@marshallk You don't need to update something that just works. I love Twhirl. Works great. Does everything I need it to do and what more could I ask for in a desktop client. Isn't bloated, never had it crash or fail on me(except when all API clients were not working) and like I said... it just works."
"3132"	"1065"	"Pooka"	"HardcorePooka"	"5"	"0"	"2009-10-30 23:42:07 UTC"	"The best Twitter application for the BlackBerry I've used(and I've used almost all of them). Integrated photo & video uploading. The ability to add location to all of your tweets, pictures, and videos. It works great and has enough options that any user should be happy.

The free version includes very unobtrusive ads within the timeline to help pay for their servers and all that. The paid version is inexpensive($5) and gives you all updates for one year. As they haven't released their 1.0 version yet, if you buy now you get all updates for 1 year from their 1.0 release."
"3133"	"1792"	"Esperanza Dickson"	"Modern_Painting"	"5"	"0"	"2009-10-31 01:13:56 UTC"	"Sometimes we want to help others, but just don't know how or how best to do it. Here with Twitcause we can find out who needs us, and even better, we can keep up with every cause needing attention. If we cannot save the world all by ourselves as we so hard would like it to be, at least we can do a bit to help who is nearest to us. It is great the way Twitcause makes this distance so short!"
"3134"	"788"	"- Felicia Kaullitz *"	"Felicia_Kaulitz"	"5"	"-1"	"2009-10-31 01:36:53 UTC"	"..."
"3135"	"1928"	"stefanie grossman"	"stefanie240"	"5"	"0"	"2009-10-31 02:06:58 UTC"	"this app is so cool and funny.  I also like to use it to catch up on my tweets while I'm getting ready in the morning."
"3136"	"155"	"Ann Sachs"	"TheatreSmart"	"5"	"2"	"2009-10-31 02:12:58 UTC"	"This is absolutely terrific. I'm not a ""follower-bagger"", but it is helpful to know who is NOT following when I think they are. (The NYTimes I don't expect!)"
